"Relative Time","Throughput"
"00:00","1191.5"
"00:16","1193.25"
"00:32","1192"
"00:48","1192"
"01:04","2111"
"01:20","4266.375"
"01:36","2113.375"
"01:52","2114.125"
"02:08","0"
"02:24","1842.125"
"02:40","4499.125"
"02:56","2112.375"
"03:12","0"
"03:28","0"
"03:44","6338.25"
"04:00","2117.375"
"04:16","0"
"04:32","0"
"04:48","8387.188"
"05:04","0"
"05:20","0"
"05:36","1946.375"
"05:52","4518.125"
"06:08","0"
"06:24","0"
"06:40","3277.75"
"06:56","0"
"07:12","0"
"07:28","0"
"07:44","1955.571"
